Date,Open,High,Low,Close,Adj Close,Volume
2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,183.9073944091797,52292200
2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,182.06204223632812,45119700
2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,180.70545959472656,40867400
2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,182.17176818847656,54318900
2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,180.9647979736328,48953900
2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.75,180.29647827148438,136682600
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,179.209228515625,73488000
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,174.66065979003906,81510100
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,169.6931610107422,95132400
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,168.69564819335938,68587700
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,168.57595825195312,71765100
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,170.30160522460938,76114600
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,172.31655883789062,60139500
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,172.7953338623047,59825400
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,170.70062255859375,52488700
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,172.56593322753906,72913500
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,172.18687438964844,121664700
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,173.28411865234375,75604200
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,175.63819885253906,55215200
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.22171020507812,53423100
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,170.9400177001953,106181300
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,171.8477325439453,71106600
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,170.42132568359375,54288300
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,169.28419494628906,57388400
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,172.87513732910156,60273300
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,171.04974365234375,65672700
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,169.60337829589844,46240500
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,168.41635131835938,49329500
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,169.2243194580078,47691700
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,168.39642333984375,53704400
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,169.1544952392578,42055200
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,168.02734375,37425500
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,169.24427795410156,42451200
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,167.35902404785156,49709300
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,174.60079956054688,91070300
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,176.10702514648438,101593300
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,172.25669860839844,73531800
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,168.95501708984375,73711200
2024-04-17,169.61000061035156,170.64999389648438,168.0,168.0,167.57847595214844,50901200
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,166.62088012695312,43122900
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165.0,164.58599853515625,67772100
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,165.4238739013672,48116400
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,166.48121643066406,49537800
2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,168.59591674804688,48251800
2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,169.46372985839844,50558300
2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,168.87521362304688,44838400
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,173.06466674804688,68169400
2024-04-30,173.3300018310547,174.99000549316406,170.0,170.3300018310547,169.9026336669922,65934800
2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,168.87521362304688,50383100
2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,172.59584045410156,94214900
2024-05-03,186.64999389648438,187.0,182.66000366210938,183.3800048828125,182.9198760986328,163224100
2024-05-06,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,181.25408935546875,78569700
2024-05-07,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,181.94232177734375,77305800
2024-05-08,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,182.281494140625,45057100
2024-05-09,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,184.10690307617188,48983000
2024-05-10,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,182.83836364746094,50759500
2024-05-13,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,186.06463623046875,72044800
2024-05-14,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,187.2133026123047,52393600
2024-05-15,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,189.5006561279297,70400000
2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,189.62051391601562,52845200
2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,189.65048217773438,41282900
2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,190.81912231445312,44361300
2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,192.12762451171875,42309400
2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,190.67929077148438,34648500
2024-05-23,190.97999572753906,191.0,186.6300048828125,186.8800048828125,186.6639404296875,51005900
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,189.76034545898438,36294600
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,189.77035522460938,52280100
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,190.0699920654297,53068000
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,191.06883239746094,49947900
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,192.02772521972656,75158300
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,193.8056640625,50080500
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,194.12530517578125,47471400
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,195.64353942871094,54156800
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,194.25514221191406,41181800
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,196.66236877441406,53103900
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,192.89671325683594,97262100
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,206.91049194335938,172373300
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,212.82366943359375,198134300
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,213.9923095703125,97862700
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,212.2443389892578,70122700
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,216.41949462890625,93728300
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,214.042236328125,79943300
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,209.4375762939453,86172500
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,207.2501220703125,246421400
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,207.89935302734375,80727000
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,208.8282928466797,56713900
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,213.00344848632812,66213200
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,213.85247802734375,49772700
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,210.37648010253906,82542700
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,216.49940490722656,60402900
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,220.0153350830078,58046200
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,221.29385375976562,37369800
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,226.07830810546875,60412400
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,227.55661010742188,59085900
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,228.4156036376953,48076100
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,232.71063232421875,62627700
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,227.30690002441406,64710600
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,230.27345275878906,53046500
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,234.12899780273438,62631300
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,234.54852294921875,43234300
2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,228.61538696289062,57345900
2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,223.92080688476562,66034600
2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,224.0506591796875,49151500
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,223.70108032226562,48201800
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,224.74984741210938,39960300
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,218.28732299804688,61777600
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,217.23855590820312,51391200
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,217.7080078125,41601300
2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,217.98768615722656,36311800
2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,218.5470428466797,41643800
2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,221.8232421875,50036300
2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,218.1075439453125,62501000
2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,219.60580444335938,105568600
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,209.02806091308594,119548600
2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,206.9904022216797,69660500
2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,209.57742309570312,63516400
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,213.06338500976562,47161100
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,215.99000549316406,42201600
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,217.52999877929688,38028100
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,221.27000427246094,44155300
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,221.72000122070312,41960600
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,224.72000122070312,46414000
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,226.0500030517578,44340200
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,225.88999938964844,40687800
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,226.50999450683594,30299000
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,226.39999389648438,34765500
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,224.52999877929688,43695300
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,226.83999633789062,38677300
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,227.17999267578125,30602200
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,228.02999877929688,35934600
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,226.49000549316406,38052200
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,229.7899932861328,51906300
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,229.0,52958500
